"Statistics name :","2020 Population Census Basic Complete Tabulation on Population and Households"
"Table Number :","1-1-1"
"Title :","[Population, Households, Sex, Age and Marital status] Population by Sex - Japan, Prefectures, Municipalities (including Municipalities as of 2000)"
"Implementation date :","2020","Oct."
"Cities, Towns and Villages :","-"

"***","Data not available"
"-","Data not available"

"","","","","","","/Tabulated variable Code","2020_01","2020_01","2020_01"
"","","","","","","/Tabulated variable Auxiliary Code","-","-","-"
"","","","","","","/Tabulated variable","Population[people]","Population[people]","Population[people]"
"","","","","","","/Sex Code","0","1","2"
"","","","","","","/Sex Auxiliary Code","-","-","-"
"Time Code","Time Auxiliary Code","Time","All Municipalities (including those as of 2000) Code","All Municipalities (including those as of 2000) Auxiliary Code","All Municipalities (including those as of 2000)","/Sex","Total","Male","Female"
"2020000000","","2020","02402","","Shichinohe-machi","","14,556","6,964","7,592"
"2020000000","","2020","0240B","","(Municipalities as of 2000) Shichinohe-machi","","8,166","3,886","4,280"
"2020000000","","2020","02409","","(Municipalities as of 2000) Temmabayashi-mura","","6,390","3,078","3,312"
"2020000000","","2020","02405","","Rokunohe-machi","","10,447","5,084","5,363"
"2020000000","","2020","02406","","Yokohama-machi","","4,229","2,071","2,158"
"2020000000","","2020","02408","","Tohoku-machi","","16,428","7,846","8,582"
"2020000000","","2020","02407","","(Municipalities as of 2000) Kamikita-machi","","8,368","3,985","4,383"
"2020000000","","2020","0240C","","(Municipalities as of 2000) Tohoku-machi","","8,060","3,861","4,199"
"2020000000","","2020","02411","","Rokkasho-mura","","10,367","5,910","4,457"
"2020000000","","2020","02412","","Oirase-cho","","24,273","11,627","12,646"
"2020000000","","2020","02403","","(Municipalities as of 2000) Momoishi-machi","","8,548","4,070","4,478"
"2020000000","","2020","02410","","(Municipalities as of 2000) Shimoda-machi","","15,725","7,557","8,168"
"2020000000","","2020","02423","","Oma-machi","","4,718","2,375","2,343"
"2020000000","","2020","02424","","Higashidoori-mura","","5,955","3,162","2,793"
"2020000000","","2020","02425","","Kazamaura-mura","","1,636","779","857"
"2020000000","","2020","02426","","Sai-mura","","1,788","883","905"
"2020000000","","2020","02441","","Sannohe-machi","","9,082","4,288","4,794"
"2020000000","","2020","02442","","Gonohe-machi","","16,042","7,676","8,366"
"2020000000","","2020","0244B","","(Municipalities as of 2000) Gonohe-machi","","13,459","6,468","6,991"
"2020000000","","2020","02449","","(Municipalities as of 2000) Kuraishi-mura","","2,583","1,208","1,375"
"2020000000","","2020","02443","","Takko-machi","","4,968","2,376","2,592"
"2020000000","","2020","02445","","Nambu-cho","","16,809","7,884","8,925"
"2020000000","","2020","02444","","(Municipalities as of 2000) Nagawa-machi","","6,761","3,204","3,557"
"2020000000","","2020","0244C","","(Municipalities as of 2000) Nambu-machi","","4,325","2,037","2,288"
"2020000000","","2020","02447","","(Municipalities as of 2000) Fukuchi-mura","","5,723","2,643","3,080"
"2020000000","","2020","02446","","Hashikami-cho","","13,496","6,827","6,669"
"2020000000","","2020","02450","","Shingo-mura","","2,197","1,069","1,128"
"2020000000","","2020","03000","","Iwate-ken","","1,210,534","582,952","627,582"
"2020000000","","2020","03201","","Morioka-shi","","289,731","136,919","152,812"
"2020000000","","2020","0320B","","(Municipalities as of 2000) Morioka-shi","","278,398","131,484","146,914"
"2020000000","","2020","03307","","(Municipalities as of 2000) Tamayama-mura","","11,333","5,435","5,898"
"2020000000","","2020","03202","","Miyako-shi","","50,369","24,381","25,988"
"2020000000","","2020","0320C","","(Municipalities as of 2000) Miyako-shi","","43,162","20,836","22,326"
"2020000000","","2020","03481","","(Municipalities as of 2000) Taro-cho","","2,729","1,331","1,398"
"2020000000","","2020","03486","","(Municipalities as of 2000) Niisato-mura","","2,419","1,185","1,234"
"2020000000","","2020","03487","","(Municipalities as of 2000) Kawai-mura","","2,059","1,029","1,030"
"2020000000","","2020","03203","","Ofunato-shi","","34,728","16,679","18,049"
"2020000000","","2020","0320D","","(Municipalities as of 2000) Ofunato-shi","","29,171","13,985","15,186"
"2020000000","","2020","03442","","(Municipalities as of 2000) Sanriku-cho","","5,557","2,694","2,863"
"2020000000","","2020","03205","","Hanamaki-shi","","93,193","44,423","48,770"
"2020000000","","2020","0320E","","(Municipalities as of 2000) Hanamaki-shi","","67,147","32,109","35,038"
"2020000000","","2020","03341","","(Municipalities as of 2000) Ohasama-machi","","4,686","2,230","2,456"
"2020000000","","2020","03342","","(Municipalities as of 2000) Ishidoriya-cho","","13,484","6,344","7,140"
"2020000000","","2020","03361","","(Municipalities as of 2000) Towa-cho","","7,876","3,740","4,136"
"2020000000","","2020","03206","","Kitakami-shi","","93,045","46,852","46,193"
"2020000000","","2020","03207","","Kuji-shi","","33,043","15,883","17,160"
"2020000000","","2020","0320F","","(Municipalities as of 2000) Kuji-shi","","30,830","14,832","15,998"
"2020000000","","2020","03504","","(Municipalities as of 2000) Yamagata-mura","","2,213","1,051","1,162"
"2020000000","","2020","03208","","Tono-shi","","25,366","12,222","13,144"
"2020000000","","2020","0320G","","(Municipalities as of 2000) Tono-shi","","21,452","10,362","11,090"
"2020000000","","2020","03462","","(Municipalities as of 2000) Miyamori-mura","","3,914","1,860","2,054"
"2020000000","","2020","03209","","Ichinoseki-shi","","111,932","54,254","57,678"
"2020000000","","2020","0320H","","(Municipalities as of 2000) Ichinoseki-shi","","55,942","26,989","28,953"
"2020000000","","2020","03401","","(Municipalities as of 2000) Hanaizumi-machi","","12,167","5,864","6,303"
"2020000000","","2020","03421","","(Municipalities as of 2000) Daito-cho","","12,318","6,007","6,311"
"2020000000","","2020","03422","","(Municipalities as of 2000) Fujisawa-cho","","7,331","3,621","3,710"
"2020000000","","2020","03423","","(Municipalities as of 2000) Senmaya-cho","","10,139","4,997","5,142"
"2020000000","","2020","03424","","(Municipalities as of 2000) Higashiyama-cho","","6,161","2,962","3,199"
"2020000000","","2020","03425","","(Municipalities as of 2000) Murone-mura","","4,550","2,175","2,375"
"2020000000","","2020","03426","","(Municipalities as of 2000) Kawasaki-mura","","3,324","1,639","1,685"
"2020000000","","2020","03210","","Rikuzentakata-shi","","18,262","8,831","9,431"
"2020000000","","2020","03211","","Kamaishi-shi","","32,078","15,369","16,709"
"2020000000","","2020","03213","","Ninohe-shi","","25,513","11,993","13,520"
"2020000000","","2020","0321B","","(Municipalities as of 2000) Ninohe-shi","","21,920","10,281","11,639"
"2020000000","","2020","03521","","(Municipalities as of 2000) Joboji-machi","","3,593","1,712","1,881"
"2020000000","","2020","03214","","Hachimantai-shi","","24,023","11,509","12,514"
"2020000000","","2020","03304","","(Municipalities as of 2000) Nishine-cho","","14,629","7,044","7,585"
"2020000000","","2020","03306","","(Municipalities as of 2000) Matsuo-mura","","5,342","2,536","2,806"
"2020000000","","2020","03523","","(Municipalities as of 2000) Ashiro-cho","","4,052","1,929","2,123"
"2020000000","","2020","03215","","Oshu-shi","","112,937","54,840","58,097"
"2020000000","","2020","03204","","(Municipalities as of 2000) Mizusawa-shi","","54,787","26,405","28,382"
"2020000000","","2020","03212","","(Municipalities as of 2000) Esashi-shi","","26,945","13,264","13,681"
"2020000000","","2020","03382","","(Municipalities as of 2000) Maesawa-cho","","12,933","6,298","6,635"
"2020000000","","2020","03383","","(Municipalities as of 2000) Isawa-cho","","14,536","7,068","7,468"
"2020000000","","2020","03384","","(Municipalities as of 2000) Koromogawa-mura","","3,736","1,805","1,931"
"2020000000","","2020","03216","","Takizawa-shi","","55,579","27,146","28,433"
"2020000000","","2020","03305","","(Municipalities as of 2000) Takizawa-mura","","55,579","27,146","28,433"
"2020000000","","2020","03301","","Shizukuishi-cho","","15,731","7,505","8,226"
"2020000000","","2020","03302","","Kuzumaki-machi","","5,634","2,731","2,903"
"2020000000","","2020","03303","","Iwate-machi","","12,285","5,970","6,315"
"2020000000","","2020","03321","","Shiwa-cho","","32,147","15,390","16,757"
"2020000000","","2020","03322","","Yahaba-cho","","28,056","13,337","14,719"
"2020000000","","2020","03366","","Nishiwaga-machi","","5,134","2,380","2,754"
"2020000000","","2020","03363","","(Municipalities as of 2000) Yuda-machi","","2,572","1,183","1,389"
"2020000000","","2020","03365","","(Municipalities as of 2000) Sawauchi-mura","","2,562","1,197","1,365"
"2020000000","","2020","03381","","Kanegasaki-cho","","15,535","8,030","7,505"
"2020000000","","2020","03402","","Hiraizumi-cho","","7,252","3,500","3,752"
"2020000000","","2020","03441","","Sumita-cho","","5,045","2,470","2,575"
"2020000000","","2020","03461","","Otsuchi-cho","","11,004","5,234","5,770"
"2020000000","","2020","03482","","Yamada-machi","","14,320","6,898","7,422"
"2020000000","","2020","03483","","Iwaizumi-cho","","8,726","4,327","4,399"
"2020000000","","2020","03484","","Tanohata-mura","","3,059","1,527","1,532"
"2020000000","","2020","03485","","Fudai-mura","","2,487","1,244","1,243"
"2020000000","","2020","03501","","Karumai-machi","","8,421","4,090","4,331"
"2020000000","","2020","03503","","Noda-mura","","3,936","1,863","2,073"
"2020000000","","2020","03506","","Kunohe-mura","","5,378","2,556","2,822"
"2020000000","","2020","03507","","Hirono-cho","","15,091","7,101","7,990"
"2020000000","","2020","03502","","(Municipalities as of 2000) Taneichi-machi","","10,431","4,852","5,579"
"2020000000","","2020","03505","","(Municipalities as of 2000) Ono-mura","","4,660","2,249","2,411"
"2020000000","","2020","03524","","Ichinohe-machi","","11,494","5,498","5,996"
"2020000000","","2020","04000","","Miyagi-ken","","2,301,996","1,122,598","1,179,398"
"2020000000","","2020","04100","","Sendai-shi","","1,096,704","531,617","565,087"
"2020000000","","2020","04101","","Sendai-shi Aoba-ku","","311,590","150,932","160,658"
"2020000000","","2020","04102","","Sendai-shi Miyagino-ku","","196,732","96,341","100,391"
"2020000000","","2020","04103","","Sendai-shi Wakabayashi-ku","","141,475","69,633","71,842"
"2020000000","","2020","04104","","Sendai-shi Taihaku-ku","","234,758","112,968","121,790"
"2020000000","","2020","04105","","Sendai-shi Izumi-ku","","212,149","101,743","110,406"
"2020000000","","2020","04202","","Ishinomaki-shi","","140,151","68,338","71,813"
"2020000000","","2020","0420B","","(Municipalities as of 2000) Ishinomaki-shi","","99,904","48,687","51,217"
"2020000000","","2020","04561","","(Municipalities as of 2000) Kahoku-cho","","9,878","4,809","5,069"
"2020000000","","2020","04563","","(Municipalities as of 2000) Ogatsu-cho","","1,031","484","547"
"2020000000","","2020","04564","","(Municipalities as of 2000) Kanan-cho","","18,481","8,933","9,548"
"2020000000","","2020","04565","","(Municipalities as of 2000) Mono-cho","","6,629","3,282","3,347"
"2020000000","","2020","04567","","(Municipalities as of 2000) Kitakami-machi","","2,135","1,045","1,090"
"2020000000","","2020","04582","","(Municipalities as of 2000) Oshika-cho","","2,093","1,098","995"
"2020000000","","2020","04203","","Shiogama-shi","","52,203","24,877","27,326"
"2020000000","","2020","04205","","Kesennuma-shi","","61,147","29,905","31,242"
"2020000000","","2020","0420C","","(Municipalities as of 2000) Kesennuma-shi","","46,207","22,659","23,548"
"2020000000","","2020","04603","","(Municipalities as of 2000) Motoyoshi-cho","","9,294","4,516","4,778"
"2020000000","","2020","04604","","(Municipalities as of 2000) Karakuwa-cho","","5,646","2,730","2,916"
"2020000000","","2020","04206","","Shiroishi-shi","","32,758","15,976","16,782"
"2020000000","","2020","04207","","Natori-shi","","78,718","38,567","40,151"
"2020000000","","2020","04208","","Kakuda-shi","","27,976","13,797","14,179"
"2020000000","","2020","04209","","Tagajo-shi","","62,827","31,359","31,468"
"2020000000","","2020","04211","","Iwanuma-shi","","44,068","21,684","22,384"
"2020000000","","2020","04212","","Tome-shi","","76,037","37,163","38,874"
"2020000000","","2020","04541","","(Municipalities as of 2000) Hasama-cho","","19,741","9,668","10,073"
"2020000000","","2020","04542","","(Municipalities as of 2000) Toyoma-machi","","4,532","2,167","2,365"
"2020000000","","2020","04543","","(Municipalities as of 2000) Towa-cho","","5,760","2,835","2,925"
"2020000000","","2020","04544","","(Municipalities as of 2000) Nakada-cho","","15,243","7,418","7,825"
"2020000000","","2020","04545","","(Municipalities as of 2000) Toyosato-cho","","6,332","3,102","3,230"
"2020000000","","2020","04546","","(Municipalities as of 2000) Yoneyama-cho","","8,528","4,210","4,318"
"2020000000","","2020","04547","","(Municipalities as of 2000) Ishikoshi-machi","","4,588","2,270","2,318"
"2020000000","","2020","04548","","(Municipalities as of 2000) Minamikata-machi","","8,288","4,049","4,239"
"2020000000","","2020","04602","","(Municipalities as of 2000) Tsuyama-cho","","3,025","1,444","1,581"
"2020000000","","2020","04213","","Kurihara-shi","","64,637","31,134","33,503"
"2020000000","","2020","04521","","(Municipalities as of 2000) Tsukidate-cho","","13,180","6,503","6,677"
"2020000000","","2020","04522","","(Municipalities as of 2000) Wakayanagi-cho","","11,434","5,422","6,012"
"2020000000","","2020","04523","","(Municipalities as of 2000) Kurikoma-machi","","9,859","4,769","5,090"
"2020000000","","2020","04524","","(Municipalities as of 2000) Takashimizu-machi","","3,484","1,623","1,861"
"2020000000","","2020","04525","","(Municipalities as of 2000) Ichihasama-cho","","6,736","3,228","3,508"
"2020000000","","2020","04526","","(Municipalities as of 2000) Semine-cho","","4,145","1,986","2,159"
"2020000000","","2020","04527","","(Municipalities as of 2000) Uguisuzawa-cho","","2,079","964","1,115"
"2020000000","","2020","04528","","(Municipalities as of 2000) Kannari-cho","","6,284","3,049","3,235"
"2020000000","","2020","04529","","(Municipalities as of 2000) Shiwahime-cho","","6,536","3,154","3,382"
"2020000000","","2020","04530","","(Municipalities as of 2000) Hanayama-mura","","900","436","464"
"2020000000","","2020","04214","","Higashimatsushima-shi","","39,098","19,089","20,009"
"2020000000","","2020","04562","","(Municipalities as of 2000) Yamoto-cho","","31,035","15,149","15,886"
"2020000000","","2020","04566","","(Municipalities as of 2000) Naruse-cho","","8,063","3,940","4,123"
"2020000000","","2020","04215","","Osaki-shi","","127,330","62,429","64,901"
"2020000000","","2020","04204","","(Municipalities as of 2000) Furukawa-shi","","77,694","38,219","39,475"
"2020000000","","2020","04461","","(Municipalities as of 2000) Matsuyama-machi","","5,663","2,726","2,937"
"2020000000","","2020","04462","","(Municipalities as of 2000) Sanbongi-cho","","7,468","3,728","3,740"
"2020000000","","2020","04463","","(Municipalities as of 2000) Kashimadai-machi","","11,241","5,399","5,842"
"2020000000","","2020","04481","","(Municipalities as of 2000) Iwadeyama-machi","","9,852","4,823","5,029"
"2020000000","","2020","04482","","(Municipalities as of 2000) Naruko-cho","","5,368","2,562","2,806"
"2020000000","","2020","04502","","(Municipalities as of 2000) Tajiri-cho","","10,044","4,972","5,072"
"2020000000","","2020","04216","","Tomiya-shi","","51,651","25,091","26,560"
"2020000000","","2020","04423","","(Municipalities as of 2000) Tomiya-machi","","51,651","25,091","26,560"
"2020000000","","2020","04301","","Zao-machi","","11,418","5,569","5,849"
"2020000000","","2020","04302","","Shichikashuku-machi","","1,262","620","642"
"2020000000","","2020","04321","","Ogawara-machi","","23,571","11,530","12,041"
"2020000000","","2020","04322","","Murata-machi","","10,666","5,293","5,373"
"2020000000","","2020","04323","","Shibata-machi","","38,271","19,342","18,929"
"2020000000","","2020","04324","","Kawasaki-machi","","8,345","4,100","4,245"
"2020000000","","2020","04341","","Marumori-machi","","12,262","6,117","6,145"
"2020000000","","2020","04361","","Watari-cho","","33,087","16,212","16,875"
"2020000000","","2020","04362","","Yamamoto-cho","","12,046","5,978","6,068"
"2020000000","","2020","04401","","Matsushima-machi","","13,323","6,414","6,909"
"2020000000","","2020","04404","","Shichigahama-machi","","18,132","9,024","9,108"
"2020000000","","2020","04406","","Rifu-cho","","35,182","17,162","18,020"
"2020000000","","2020","04421","","Taiwa-cho","","28,786","14,979","13,807"
"2020000000","","2020","04422","","Osato-cho","","7,813","3,814","3,999"
"2020000000","","2020","04424","","Ohira-mura","","5,849","2,938","2,911"
"2020000000","","2020","04444","","Shikama-cho","","6,698","3,246","3,452"
"2020000000","","2020","04445","","Kami-machi","","21,943","10,767","11,176"
"2020000000","","2020","04441","","(Municipalities as of 2000) Nakaniida-machi","","12,038","5,899","6,139"
"2020000000","","2020","04442","","(Municipalities as of 2000) Onoda-machi","","5,639","2,812","2,827"
"2020000000","","2020","04443","","(Municipalities as of 2000) Miyazaki-cho","","4,266","2,056","2,210"
"2020000000","","2020","04501","","Wakuya-cho","","15,388","7,520","7,868"
"2020000000","","2020","04505","","Misato-machi","","23,994","11,616","12,378"
"2020000000","","2020","04503","","(Municipalities as of 2000) Kogota-cho","","18,728","9,095","9,633"
"2020000000","","2020","04504","","(Municipalities as of 2000) Nango-cho","","5,266","2,521","2,745"
"2020000000","","2020","04581","","Onagawa-cho","","6,430","3,351","3,079"
"2020000000","","2020","04606","","Minamisanriku-cho","","12,225","5,980","6,245"
"2020000000","","2020","04601","","(Municipalities as of 2000) Shizugawa-cho","","8,132","3,940","4,192"
"2020000000","","2020","04605","","(Municipalities as of 2000) Utatsu-cho","","4,093","2,040","2,053"
"2020000000","","2020","05000","","Akita-ken","","959,502","452,439","507,063"
"2020000000","","2020","05201","","Akita-shi","","307,672","145,411","162,261"
"2020000000","","2020","0520B","","(Municipalities as of 2000) Akita-shi","","294,392","139,065","155,327"
"2020000000","","2020","05381","","(Municipalities as of 2000) Kawabe-machi","","7,819","3,673","4,146"
"2020000000","","2020","05382","","(Municipalities as of 2000) Yuwa-machi","","5,461","2,673","2,788"
"2020000000","","2020","05202","","Noshiro-shi","","49,968","22,932","27,036"
"2020000000","","2020","0520C","","(Municipalities as of 2000) Noshiro-shi","","42,117","19,323","22,794"
"2020000000","","2020","05342","","(Municipalities as of 2000) Futatsui-machi","","7,851","3,609","4,242"
"2020000000","","2020","05203","","Yokote-shi","","85,555","40,326","45,229"
