"Statistics name :","2020 Population Census Basic Complete Tabulation on Population and Households"
"Table Number :","1-1-1"
"Title :","[Population, Households, Sex, Age and Marital status] Population by Sex - Japan, Prefectures, Municipalities (including Municipalities as of 2000)"
"Implementation date :","2020","Oct."
"Cities, Towns and Villages :","-"

"***","Data not available"
"-","Data not available"

"","","","","","","/Tabulated variable Code","2020_01","2020_01","2020_01"
"","","","","","","/Tabulated variable Auxiliary Code","-","-","-"
"","","","","","","/Tabulated variable","Population[people]","Population[people]","Population[people]"
"","","","","","","/Sex Code","0","1","2"
"","","","","","","/Sex Auxiliary Code","-","-","-"
"Time Code","Time Auxiliary Code","Time","All Municipalities (including those as of 2000) Code","All Municipalities (including those as of 2000) Auxiliary Code","All Municipalities (including those as of 2000)","/Sex","Total","Male","Female"
"2020000000","","2020","22133","","Hamamatsu-shi Nishi-ku","","108,160","53,482","54,678"
"2020000000","","2020","22134","","Hamamatsu-shi Minami-ku","","99,769","50,016","49,753"
"2020000000","","2020","22135","","Hamamatsu-shi Kita-ku","","92,688","45,656","47,032"
"2020000000","","2020","22136","","Hamamatsu-shi Hamakita-ku","","98,779","49,066","49,713"
"2020000000","","2020","22137","","Hamamatsu-shi Tenryu-ku","","26,726","12,946","13,780"
"2020000000","","2020","22203","","Numazu-shi","","189,386","93,046","96,340"
"2020000000","","2020","2220B","","(Municipalities as of 2000) Numazu-shi","","186,939","91,810","95,129"
"2020000000","","2020","22323","","(Municipalities as of 2000) Heda-mura","","2,447","1,236","1,211"
"2020000000","","2020","22205","","Atami-shi","","34,208","15,438","18,770"
"2020000000","","2020","22206","","Mishima-shi","","107,783","52,421","55,362"
"2020000000","","2020","22207","","Fujinomiya-shi","","128,105","63,364","64,741"
"2020000000","","2020","2220C","","(Municipalities as of 2000) Fujinomiya-shi","","120,193","59,533","60,660"
"2020000000","","2020","22361","","(Municipalities as of 2000) Shibakawa-cho","","7,912","3,831","4,081"
"2020000000","","2020","22208","","Ito-shi","","65,491","30,668","34,823"
"2020000000","","2020","22209","","Shimada-shi","","95,719","46,725","48,994"
"2020000000","","2020","2220D","","(Municipalities as of 2000) Shimada-shi","","73,349","35,868","37,481"
"2020000000","","2020","22425","","(Municipalities as of 2000) Kanaya-cho","","18,137","8,801","9,336"
"2020000000","","2020","22426","","(Municipalities as of 2000) Kawane-cho","","4,233","2,056","2,177"
"2020000000","","2020","22210","","Fuji-shi","","245,392","120,694","124,698"
"2020000000","","2020","2221B","","(Municipalities as of 2000) Fuji-shi","","230,641","113,562","117,079"
"2020000000","","2020","22381","","(Municipalities as of 2000) Fujikawa-cho","","14,751","7,132","7,619"
"2020000000","","2020","22211","","Iwata-shi","","166,672","83,980","82,692"
"2020000000","","2020","2221C","","(Municipalities as of 2000) Iwata-shi","","90,352","45,669","44,683"
"2020000000","","2020","22482","","(Municipalities as of 2000) Fukude-cho","","17,141","8,599","8,542"
"2020000000","","2020","22483","","(Municipalities as of 2000) Ryuyo-cho","","17,987","8,994","8,993"
"2020000000","","2020","22484","","(Municipalities as of 2000) Toyoda-cho","","30,483","15,314","15,169"
"2020000000","","2020","22485","","(Municipalities as of 2000) Toyooka-mura","","10,709","5,404","5,305"
"2020000000","","2020","22212","","Yaizu-shi","","136,845","66,952","69,893"
"2020000000","","2020","2221D","","(Municipalities as of 2000) Yaizu-shi","","115,758","56,452","59,306"
"2020000000","","2020","22402","","(Municipalities as of 2000) Oigawa-cho","","21,087","10,500","10,587"
"2020000000","","2020","22213","","Kakegawa-shi","","114,954","57,655","57,299"
"2020000000","","2020","2221E","","(Municipalities as of 2000) Kakegawa-shi","","85,972","43,164","42,808"
"2020000000","","2020","22442","","(Municipalities as of 2000) Osuka-cho","","10,324","5,065","5,259"
"2020000000","","2020","22447","","(Municipalities as of 2000) Daito-cho","","18,658","9,426","9,232"
"2020000000","","2020","22214","","Fujieda-shi","","141,342","68,793","72,549"
"2020000000","","2020","2221F","","(Municipalities as of 2000) Fujieda-shi","","130,860","63,702","67,158"
"2020000000","","2020","22401","","(Municipalities as of 2000) Okabe-cho","","10,482","5,091","5,391"
"2020000000","","2020","22215","","Gotemba-shi","","86,614","44,454","42,160"
"2020000000","","2020","22216","","Fukuroi-shi","","87,864","44,534","43,330"
"2020000000","","2020","2221G","","(Municipalities as of 2000) Fukuroi-shi","","69,738","35,237","34,501"
"2020000000","","2020","22481","","(Municipalities as of 2000) Asaba-cho","","18,126","9,297","8,829"
"2020000000","","2020","22219","","Shimoda-shi","","20,183","9,675","10,508"
"2020000000","","2020","22220","","Susono-shi","","50,911","25,773","25,138"
"2020000000","","2020","22221","","Kosai-shi","","57,885","29,625","28,260"
"2020000000","","2020","2222B","","(Municipalities as of 2000) Kosai-shi","","42,148","21,663","20,485"
"2020000000","","2020","22503","","(Municipalities as of 2000) Arai-cho","","15,737","7,962","7,775"
"2020000000","","2020","22222","","Izu-shi","","28,190","13,342","14,848"
"2020000000","","2020","22322","","(Municipalities as of 2000) Shuzenji-cho","","13,191","6,251","6,940"
"2020000000","","2020","22324","","(Municipalities as of 2000) Toi-cho","","3,056","1,439","1,617"
"2020000000","","2020","22328","","(Municipalities as of 2000) Amagiyugashima-cho","","5,506","2,520","2,986"
"2020000000","","2020","22329","","(Municipalities as of 2000) Nakaizu-cho","","6,437","3,132","3,305"
"2020000000","","2020","22223","","Omaezaki-shi","","31,103","15,803","15,300"
"2020000000","","2020","22421","","(Municipalities as of 2000) Omaezaki-cho","","9,448","4,651","4,797"
"2020000000","","2020","22444","","(Municipalities as of 2000) Hamaoka-cho","","21,655","11,152","10,503"
"2020000000","","2020","22224","","Kikugawa-shi","","47,789","24,173","23,616"
"2020000000","","2020","22445","","(Municipalities as of 2000) Ogasa-cho","","14,642","7,425","7,217"
"2020000000","","2020","22446","","(Municipalities as of 2000) Kikugawa-cho","","33,147","16,748","16,399"
"2020000000","","2020","22225","","Izunokuni-shi","","46,804","22,459","24,345"
"2020000000","","2020","22321","","(Municipalities as of 2000) Izunagaoka-cho","","13,947","6,543","7,404"
"2020000000","","2020","22326","","(Municipalities as of 2000) Nirayama-cho","","19,014","9,199","9,815"
"2020000000","","2020","22327","","(Municipalities as of 2000) Ohito-cho","","13,843","6,717","7,126"
"2020000000","","2020","22226","","Makinohara-shi","","43,502","21,414","22,088"
"2020000000","","2020","22422","","(Municipalities as of 2000) Sagara-cho","","21,204","10,467","10,737"
"2020000000","","2020","22423","","(Municipalities as of 2000) Haibara-cho","","22,298","10,947","11,351"
"2020000000","","2020","22301","","Higashiizu-cho","","11,488","5,440","6,048"
"2020000000","","2020","22302","","Kawazu-cho","","6,870","3,317","3,553"
"2020000000","","2020","22304","","Minamiizu-cho","","7,877","3,722","4,155"
"2020000000","","2020","22305","","Matsuzaki-cho","","6,038","2,837","3,201"
"2020000000","","2020","22306","","Nishiizu-cho","","7,090","3,352","3,738"
"2020000000","","2020","2230B","","(Municipalities as of 2000) Nishiizu-cho","","4,802","2,256","2,546"
"2020000000","","2020","22307","","(Municipalities as of 2000) Kamo-mura","","2,288","1,096","1,192"
"2020000000","","2020","22325","","Kannami-cho","","36,794","17,916","18,878"
"2020000000","","2020","22341","","Shimizu-cho","","31,710","15,388","16,322"
"2020000000","","2020","22342","","Nagaizumi-cho","","43,336","21,434","21,902"
"2020000000","","2020","22344","","Oyama-cho","","18,568","9,845","8,723"
"2020000000","","2020","22424","","Yoshida-cho","","28,919","14,413","14,506"
"2020000000","","2020","22429","","Kawanehon-cho","","6,206","3,055","3,151"
"2020000000","","2020","22427","","(Municipalities as of 2000) Nakakawane-cho","","4,243","2,055","2,188"
"2020000000","","2020","22428","","(Municipalities as of 2000) Honkawane-cho","","1,963","1,000","963"
"2020000000","","2020","22461","","Mori-machi","","17,457","8,699","8,758"
"2020000000","","2020","23000","","Aichi-ken","","7,542,415","3,761,502","3,780,913"
"2020000000","","2020","23100","","Nagoya-shi","","2,332,176","1,146,669","1,185,507"
"2020000000","","2020","23101","","Nagoya-shi Chikusa-ku","","165,245","80,239","85,006"
"2020000000","","2020","23102","","Nagoya-shi Higashi-ku","","84,392","40,483","43,909"
"2020000000","","2020","23103","","Nagoya-shi Kita-ku","","162,956","79,185","83,771"
"2020000000","","2020","23104","","Nagoya-shi Nishi-ku","","151,082","74,787","76,295"
"2020000000","","2020","23105","","Nagoya-shi Nakamura-ku","","138,599","70,094","68,505"
"2020000000","","2020","23106","","Nagoya-shi Naka-ku","","93,100","46,086","47,014"
"2020000000","","2020","23107","","Nagoya-shi Showa-ku","","107,599","52,961","54,638"
"2020000000","","2020","23108","","Nagoya-shi Mizuho-ku","","108,332","51,984","56,348"
"2020000000","","2020","23109","","Nagoya-shi Atsuta-ku","","66,957","33,400","33,557"
"2020000000","","2020","23110","","Nagoya-shi Nakagawa-ku","","220,728","108,929","111,799"
"2020000000","","2020","23111","","Nagoya-shi Minato-ku","","143,715","72,197","71,518"
"2020000000","","2020","23112","","Nagoya-shi Minami-ku","","134,510","68,355","66,155"
"2020000000","","2020","23113","","Nagoya-shi Moriyama-ku","","176,587","86,087","90,500"
"2020000000","","2020","23114","","Nagoya-shi Midori-ku","","248,802","121,993","126,809"
"2020000000","","2020","23115","","Nagoya-shi Meito-ku","","164,755","78,867","85,888"
"2020000000","","2020","23116","","Nagoya-shi Tempaku-ku","","164,817","81,022","83,795"
"2020000000","","2020","23201","","Toyohashi-shi","","371,920","186,160","185,760"
"2020000000","","2020","23202","","Okazaki-shi","","384,654","193,719","190,935"
"2020000000","","2020","2320B","","(Municipalities as of 2000) Okazaki-shi","","377,123","190,037","187,086"
"2020000000","","2020","23502","","(Municipalities as of 2000) Nukata-cho","","7,531","3,682","3,849"
"2020000000","","2020","23203","","Ichinomiya-shi","","380,073","184,934","195,139"
"2020000000","","2020","2320C","","(Municipalities as of 2000) Ichinomiya-shi","","288,304","140,262","148,042"
"2020000000","","2020","23218","","(Municipalities as of 2000) Bisai-shi","","57,865","28,078","29,787"
"2020000000","","2020","23381","","(Municipalities as of 2000) Kisogawa-cho","","33,904","16,594","17,310"
"2020000000","","2020","23204","","Seto-shi","","127,792","62,586","65,206"
"2020000000","","2020","23205","","Handa-shi","","117,884","59,364","58,520"
"2020000000","","2020","23206","","Kasugai-shi","","308,681","152,320","156,361"
"2020000000","","2020","23207","","Toyokawa-shi","","184,661","91,964","92,697"
"2020000000","","2020","2320D","","(Municipalities as of 2000) Toyokawa-shi","","124,997","62,344","62,653"
"2020000000","","2020","23601","","(Municipalities as of 2000) Otowa-cho","","8,685","4,244","4,441"
"2020000000","","2020","23602","","(Municipalities as of 2000) Ichinomiya-cho","","16,295","8,218","8,077"
"2020000000","","2020","23603","","(Municipalities as of 2000) Kozakai-cho","","21,509","10,659","10,850"
"2020000000","","2020","23604","","(Municipalities as of 2000) Mito-cho","","13,175","6,499","6,676"
"2020000000","","2020","23208","","Tsushima-shi","","60,942","29,664","31,278"
"2020000000","","2020","23209","","Hekinan-shi","","72,458","37,286","35,172"
"2020000000","","2020","23210","","Kariya-shi","","153,834","80,203","73,631"
"2020000000","","2020","23211","","Toyota-shi","","422,330","220,716","201,614"
"2020000000","","2020","2321B","","(Municipalities as of 2000) Toyota-shi","","384,488","201,910","182,578"
"2020000000","","2020","23522","","(Municipalities as of 2000) Fujioka-cho","","18,864","9,572","9,292"
"2020000000","","2020","23523","","(Municipalities as of 2000) Obara-mura","","3,317","1,623","1,694"
"2020000000","","2020","23541","","(Municipalities as of 2000) Asuke-cho","","7,108","3,442","3,666"
"2020000000","","2020","23543","","(Municipalities as of 2000) Shimoyama-mura","","3,997","1,967","2,030"
"2020000000","","2020","23544","","(Municipalities as of 2000) Asahi-cho","","2,450","1,188","1,262"
"2020000000","","2020","23566","","(Municipalities as of 2000) Inabu-cho","","2,106","1,014","1,092"
"2020000000","","2020","23212","","Anjo-shi","","187,990","96,093","91,897"
"2020000000","","2020","23213","","Nishio-shi","","169,046","85,594","83,452"
"2020000000","","2020","2321C","","(Municipalities as of 2000) Nishio-shi","","113,523","58,044","55,479"
"2020000000","","2020","23481","","(Municipalities as of 2000) Isshiki-cho","","22,671","11,210","11,461"
"2020000000","","2020","23482","","(Municipalities as of 2000) Kira-cho","","21,705","10,840","10,865"
"2020000000","","2020","23483","","(Municipalities as of 2000) Hazu-cho","","11,147","5,500","5,647"
"2020000000","","2020","23214","","Gamagori-shi","","79,538","39,336","40,202"
"2020000000","","2020","23215","","Inuyama-shi","","73,090","36,240","36,850"
"2020000000","","2020","23216","","Tokoname-shi","","58,710","28,575","30,135"
"2020000000","","2020","23217","","Konan-shi","","98,255","47,920","50,335"
"2020000000","","2020","23219","","Komaki-shi","","148,831","75,290","73,541"
"2020000000","","2020","23220","","Inazawa-shi","","134,751","66,415","68,336"
"2020000000","","2020","2322B","","(Municipalities as of 2000) Inazawa-shi","","102,052","50,275","51,777"
"2020000000","","2020","23401","","(Municipalities as of 2000) Sobue-cho","","20,387","10,096","10,291"
"2020000000","","2020","23402","","(Municipalities as of 2000) Heiwa-cho","","12,312","6,044","6,268"
"2020000000","","2020","23221","","Shinshiro-shi","","44,355","22,002","22,353"
"2020000000","","2020","2322C","","(Municipalities as of 2000) Shinshiro-shi","","32,200","16,129","16,071"
"2020000000","","2020","23581","","(Municipalities as of 2000) Horai-cho","","9,916","4,800","5,116"
"2020000000","","2020","23582","","(Municipalities as of 2000) Tsukude-mura","","2,239","1,073","1,166"
"2020000000","","2020","23222","","Tokai-shi","","113,787","59,158","54,629"
"2020000000","","2020","23223","","Obu-shi","","93,123","47,374","45,749"
"2020000000","","2020","23224","","Chita-shi","","84,364","42,346","42,018"
"2020000000","","2020","23225","","Chiryu-shi","","72,193","38,127","34,066"
"2020000000","","2020","23226","","Owariasahi-shi","","83,144","40,453","42,691"
"2020000000","","2020","23227","","Takahama-shi","","46,106","23,790","22,316"
"2020000000","","2020","23228","","Iwakura-shi","","47,983","23,866","24,117"
"2020000000","","2020","23229","","Toyoake-shi","","69,295","35,061","34,234"
"2020000000","","2020","23230","","Nisshin-shi","","91,520","45,149","46,371"
"2020000000","","2020","23231","","Tahara-shi","","59,360","30,138","29,222"
"2020000000","","2020","23621","","(Municipalities as of 2000) Tahara-cho","","36,793","19,255","17,538"
"2020000000","","2020","23622","","(Municipalities as of 2000) Akabane-cho","","5,091","2,444","2,647"
"2020000000","","2020","23623","","(Municipalities as of 2000) Atsumi-cho","","17,476","8,439","9,037"
"2020000000","","2020","23232","","Aisai-shi","","60,829","29,536","31,293"
"2020000000","","2020","23429","","(Municipalities as of 2000) Saya-cho","","28,230","13,758","14,472"
"2020000000","","2020","23430","","(Municipalities as of 2000) Tatsuta-mura","","6,920","3,358","3,562"
"2020000000","","2020","23431","","(Municipalities as of 2000) Hachikai-mura","","4,314","2,090","2,224"
"2020000000","","2020","23432","","(Municipalities as of 2000) Saori-cho","","21,365","10,330","11,035"
"2020000000","","2020","23233","","Kiyosu-shi","","67,352","33,520","33,832"
"2020000000","","2020","23341","","(Municipalities as of 2000) Nishibiwajima-cho","","17,602","8,860","8,742"
"2020000000","","2020","23345","","(Municipalities as of 2000) Haruhi-cho","","8,530","4,362","4,168"
"2020000000","","2020","23346","","(Municipalities as of 2000) Kiyosu-cho","","23,317","11,465","11,852"
"2020000000","","2020","23347","","(Municipalities as of 2000) Shinkawa-cho","","17,903","8,833","9,070"
"2020000000","","2020","23234","","Kitanagoya-shi","","86,385","43,041","43,344"
"2020000000","","2020","23343","","(Municipalities as of 2000) Shikatsu-cho","","48,079","23,790","24,289"
"2020000000","","2020","23344","","(Municipalities as of 2000) Nishiharu-cho","","38,306","19,251","19,055"
"2020000000","","2020","23235","","Yatomi-shi","","43,025","21,465","21,560"
"2020000000","","2020","23426","","(Municipalities as of 2000) Jushiyama-mura","","5,104","2,457","2,647"
"2020000000","","2020","23428","","(Municipalities as of 2000) Yatomi-cho","","37,921","19,008","18,913"
"2020000000","","2020","23236","","Miyoshi-shi","","61,952","32,105","29,847"
"2020000000","","2020","23521","","(Municipalities as of 2000) Miyoshi-cho","","61,952","32,105","29,847"
"2020000000","","2020","23237","","Ama-shi","","86,126","42,561","43,565"
"2020000000","","2020","23421","","(Municipalities as of 2000) Shippo-cho","","21,567","10,598","10,969"
"2020000000","","2020","23422","","(Municipalities as of 2000) Miwa-cho","","23,308","11,443","11,865"
"2020000000","","2020","23423","","(Municipalities as of 2000) Jimokuji-cho","","41,251","20,520","20,731"
"2020000000","","2020","23238","","Nagakute-shi","","60,162","29,144","31,018"
"2020000000","","2020","23304","","(Municipalities as of 2000) Nagakute-cho","","60,162","29,144","31,018"
"2020000000","","2020","23302","","Togo-cho","","43,903","21,931","21,972"
"2020000000","","2020","23342","","Toyoyama-cho","","15,613","7,937","7,676"
"2020000000","","2020","23361","","Oguchi-cho","","24,305","12,261","12,044"
"2020000000","","2020","23362","","Fuso-cho","","34,133","16,839","17,294"
"2020000000","","2020","23424","","Oharu-cho","","32,399","16,304","16,095"
"2020000000","","2020","23425","","Kanie-cho","","37,338","18,428","18,910"
"2020000000","","2020","23427","","Tobishima-mura","","4,575","2,251","2,324"
"2020000000","","2020","23441","","Agui-cho","","28,383","13,965","14,418"
"2020000000","","2020","23442","","Higashiura-cho","","49,596","24,726","24,870"
"2020000000","","2020","23445","","Minamichita-cho","","16,617","8,079","8,538"
"2020000000","","2020","23446","","Mihama-cho","","22,496","11,213","11,283"
"2020000000","","2020","23447","","Taketoyo-cho","","43,535","22,116","21,419"
"2020000000","","2020","23501","","Kota-cho","","42,449","21,504","20,945"
"2020000000","","2020","23561","","Shitara-cho","","4,437","2,165","2,272"
"2020000000","","2020","2356B","","(Municipalities as of 2000) Shitara-cho","","3,426","1,674","1,752"
"2020000000","","2020","23565","","(Municipalities as of 2000) Tsugu-mura","","1,011","491","520"
"2020000000","","2020","23562","","Toei-cho","","2,942","1,417","1,525"
"2020000000","","2020","23563","","Toyone-mura","","1,017","482","535"
"2020000000","","2020","2356C","","(Municipalities as of 2000) Toyone-mura","","955","450","505"
"2020000000","","2020","23564","","(Municipalities as of 2000) Tomiyama-mura","","62","32","30"
"2020000000","","2020","24000","","Mie-ken","","1,770,254","864,475","905,779"
"2020000000","","2020","24201","","Tsu-shi","","274,537","133,537","141,000"
"2020000000","","2020","2420B","","(Municipalities as of 2000) Tsu-shi","","157,279","76,674","80,605"
"2020000000","","2020","24213","","(Municipalities as of 2000) Hisai-shi","","44,642","22,057","22,585"
"2020000000","","2020","24381","","(Municipalities as of 2000) Kawage-cho","","18,024","8,661","9,363"
"2020000000","","2020","24382","","(Municipalities as of 2000) Geino-cho","","8,479","4,155","4,324"
"2020000000","","2020","24383","","(Municipalities as of 2000) Misato-mura","","3,138","1,481","1,657"
"2020000000","","2020","24384","","(Municipalities as of 2000) Ano-cho","","10,176","4,825","5,351"
"2020000000","","2020","24402","","(Municipalities as of 2000) Karasu-cho","","4,306","2,082","2,224"
"2020000000","","2020","24403","","(Municipalities as of 2000) Ichishi-cho","","14,621","6,971","7,650"
"2020000000","","2020","24404","","(Municipalities as of 2000) Hakusan-cho","","10,232","4,940","5,292"
"2020000000","","2020","24406","","(Municipalities as of 2000) Misugi-mura","","3,640","1,691","1,949"
"2020000000","","2020","24202","","Yokkaichi-shi","","305,424","152,669","152,755"
"2020000000","","2020","2420C","","(Municipalities as of 2000) Yokkaichi-shi","","295,259","147,597","147,662"
"2020000000","","2020","24342","","(Municipalities as of 2000) Kusu-cho","","10,165","5,072","5,093"
"2020000000","","2020","24203","","Ise-shi","","122,765","58,161","64,604"
"2020000000","","2020","2420D","","(Municipalities as of 2000) Ise-shi","","85,157","40,030","45,127"
"2020000000","","2020","24462","","(Municipalities as of 2000) Futami-cho","","8,168","3,863","4,305"
"2020000000","","2020","24463","","(Municipalities as of 2000) Obata-cho","","20,713","10,076","10,637"
"2020000000","","2020","24468","","(Municipalities as of 2000) Misono-mura","","8,727","4,192","4,535"
"2020000000","","2020","24204","","Matsusaka-shi","","159,145","76,360","82,785"
"2020000000","","2020","2420E","","(Municipalities as of 2000) Matsusaka-shi","","117,569","56,454","61,115"
"2020000000","","2020","24405","","(Municipalities as of 2000) Ureshino-cho","","19,127","9,141","9,986"
"2020000000","","2020","24407","","(Municipalities as of 2000) Mikumo-cho","","15,107","7,273","7,834"
"2020000000","","2020","24421","","(Municipalities as of 2000) Iinan-cho","","4,211","2,018","2,193"
"2020000000","","2020","24422","","(Municipalities as of 2000) Iitaka-cho","","3,131","1,474","1,657"
"2020000000","","2020","24205","","Kuwana-shi","","138,613","68,084","70,529"
"2020000000","","2020","2420F","","(Municipalities as of 2000) Kuwana-shi","","113,432","55,831","57,601"
"2020000000","","2020","24301","","(Municipalities as of 2000) Tado-cho","","10,665","5,183","5,482"
"2020000000","","2020","24302","","(Municipalities as of 2000) Nagashima-cho","","14,516","7,070","7,446"
"2020000000","","2020","24207","","Suzuka-shi","","195,670","97,350","98,320"
"2020000000","","2020","24208","","Nabari-shi","","76,387","36,853","39,534"
"2020000000","","2020","24209","","Owase-shi","","16,252","7,562","8,690"
"2020000000","","2020","24210","","Kameyama-shi","","49,835","25,161","24,674"
"2020000000","","2020","2421B","","(Municipalities as of 2000) Kameyama-shi","","43,469","21,952","21,517"
"2020000000","","2020","24361","","(Municipalities as of 2000) Seki-cho","","6,366","3,209","3,157"
"2020000000","","2020","24211","","Toba-shi","","17,525","8,255","9,270"
"2020000000","","2020","24212","","Kumano-shi","","15,965","7,384","8,581"
"2020000000","","2020","2421C","","(Municipalities as of 2000) Kumano-shi","","14,945","6,920","8,025"
"2020000000","","2020","24563","","(Municipalities as of 2000) Kiwa-cho","","1,020","464","556"
"2020000000","","2020","24214","","Inabe-shi","","44,973","23,106","21,867"
"2020000000","","2020","24321","","(Municipalities as of 2000) Hokusei-cho","","13,326","6,719","6,607"
"2020000000","","2020","24322","","(Municipalities as of 2000) Inabe-cho","","9,513","5,097","4,416"
"2020000000","","2020","24323","","(Municipalities as of 2000) Daian-cho","","16,417","8,524","7,893"
"2020000000","","2020","24325","","(Municipalities as of 2000) Fujiwara-cho","","5,717","2,766","2,951"
"2020000000","","2020","24215","","Shima-shi","","46,057","21,206","24,851"
"2020000000","","2020","24521","","(Municipalities as of 2000) Hamajima-cho","","3,718","1,726","1,992"
"2020000000","","2020","24522","","(Municipalities as of 2000) Daio-cho","","5,562","2,447","3,115"
"2020000000","","2020","24523","","(Municipalities as of 2000) Shima-cho","","9,112","4,160","4,952"
"2020000000","","2020","24524","","(Municipalities as of 2000) Ago-cho","","20,812","9,675","11,137"
"2020000000","","2020","24525","","(Municipalities as of 2000) Isobe-cho","","6,853","3,198","3,655"
"2020000000","","2020","24216","","Iga-shi","","88,766","43,446","45,320"
"2020000000","","2020","24206","","(Municipalities as of 2000) Ueno-shi","","57,189","28,296","28,893"
"2020000000","","2020","24481","","(Municipalities as of 2000) Iga-cho","","9,436","4,624","4,812"
"2020000000","","2020","24482","","(Municipalities as of 2000) Shimagahara-mura","","1,994","928","1,066"
"2020000000","","2020","24483","","(Municipalities as of 2000) Ayama-cho","","6,399","3,062","3,337"
"2020000000","","2020","24484","","(Municipalities as of 2000) Oyamada-mura","","4,718","2,240","2,478"
"2020000000","","2020","24501","","(Municipalities as of 2000) Aoyama-cho","","9,030","4,296","4,734"
"2020000000","","2020","24303","","Kisosaki-cho","","6,023","3,032","2,991"
"2020000000","","2020","24324","","Toin-cho","","25,784","12,614","13,170"
"2020000000","","2020","24341","","Komono-cho","","40,559","19,868","20,691"
"2020000000","","2020","24343","","Asahi-cho","","11,021","5,488","5,533"
"2020000000","","2020","24344","","Kawagoe-cho","","15,123","7,798","7,325"
"2020000000","","2020","24441","","Taki-cho","","14,021","6,753","7,268"
"2020000000","","2020","2444B","","(Municipalities as of 2000) Taki-cho","","9,669","4,716","4,953"
"2020000000","","2020","24444","","(Municipalities as of 2000) Seiwa-mura","","4,352","2,037","2,315"
"2020000000","","2020","24442","","Meiwa-cho","","22,445","10,666","11,779"
"2020000000","","2020","24443","","Odai-cho","","8,668","4,103","4,565"
"2020000000","","2020","2444C","","(Municipalities as of 2000) Odai-cho","","5,939","2,831","3,108"
"2020000000","","2020","24445","","(Municipalities as of 2000) Miyagawa-mura","","2,729","1,272","1,457"
"2020000000","","2020","24461","","Tamaki-cho","","15,041","7,184","7,857"
"2020000000","","2020","24470","","Watarai-cho","","7,847","3,798","4,049"
"2020000000","","2020","24471","","Taiki-cho","","7,815","3,652","4,163"
"2020000000","","2020","24466","","(Municipalities as of 2000) Omiya-cho","","3,869","1,811","2,058"
"2020000000","","2020","24467","","(Municipalities as of 2000) Kisei-cho","","2,734","1,279","1,455"
"2020000000","","2020","24469","","(Municipalities as of 2000) Ouchiyama-mura","","1,212","562","650"
"2020000000","","2020","24472","","Minamiise-cho","","10,989","5,095","5,894"
"2020000000","","2020","24464","","(Municipalities as of 2000) Nansei-cho","","6,573","3,016","3,557"
"2020000000","","2020","24465","","(Municipalities as of 2000) Nanto-cho","","4,416","2,079","2,337"
"2020000000","","2020","24543","","Kihoku-cho","","14,604","6,758","7,846"
"2020000000","","2020","24541","","(Municipalities as of 2000) Kiinagashima-cho","","7,413","3,478","3,935"
"2020000000","","2020","24542","","(Municipalities as of 2000) Miyama-cho","","7,191","3,280","3,911"
"2020000000","","2020","24561","","Mihama-cho","","8,079","3,765","4,314"
"2020000000","","2020","24562","","Kiho-cho","","10,321","4,767","5,554"
"2020000000","","2020","2456B","","(Municipalities as of 2000) Kiho-cho","","6,560","3,033","3,527"
"2020000000","","2020","24564","","(Municipalities as of 2000) Udono-mura","","3,761","1,734","2,027"
"2020000000","","2020","25000","","Shiga-ken","","1,413,610","697,429","716,181"
"2020000000","","2020","25201","","Otsu-shi","","345,070","166,673","178,397"
"2020000000","","2020","2520B","","(Municipalities as of 2000) Otsu-shi","","324,071","156,582","167,489"
"2020000000","","2020","25301","","(Municipalities as of 2000) Shiga-cho","","20,999","10,091","10,908"
"2020000000","","2020","25202","","Hikone-shi","","113,647","56,492","57,155"
"2020000000","","2020","25203","","Nagahama-shi","","113,636","55,406","58,230"
"2020000000","","2020","2520C","","(Municipalities as of 2000) Nagahama-shi","","60,255","29,692","30,563"
"2020000000","","2020","25481","","(Municipalities as of 2000) Azai-cho","","12,237","5,937","6,300"
"2020000000","","2020","25482","","(Municipalities as of 2000) Torahime-cho","","4,628","2,237","2,391"
"2020000000","","2020","25483","","(Municipalities as of 2000) Kohoku-cho","","8,049","3,884","4,165"
"2020000000","","2020","25484","","(Municipalities as of 2000) Biwa-cho","","6,398","3,035","3,363"
"2020000000","","2020","25501","","(Municipalities as of 2000) Takatsuki-cho","","9,227","4,529","4,698"
"2020000000","","2020","25502","","(Municipalities as of 2000) Kinomoto-cho","","6,387","3,058","3,329"
"2020000000","","2020","25503","","(Municipalities as of 2000) Yogo-cho","","2,790","1,307","1,483"
"2020000000","","2020","25504","","(Municipalities as of 2000) Nishiazai-cho","","3,665","1,727","1,938"
"2020000000","","2020","25204","","Omihachiman-shi","","81,122","39,676","41,446"
"2020000000","","2020","2520D","","(Municipalities as of 2000) Omihachiman-shi","","68,929","33,694","35,235"
"2020000000","","2020","25381","","(Municipalities as of 2000) Azuchi-cho","","12,193","5,982","6,211"
"2020000000","","2020","25206","","Kusatsu-shi","","143,913","72,646","71,267"
"2020000000","","2020","25207","","Moriyama-shi","","83,236","40,872","42,364"
"2020000000","","2020","25208","","Ritto-shi","","68,820","34,110","34,710"
"2020000000","","2020","25321","","(Municipalities as of 2000) Ritto-cho","","68,820","34,110","34,710"
"2020000000","","2020","25209","","Koka-shi","","88,358","44,014","44,344"
"2020000000","","2020","25363","","(Municipalities as of 2000) Minakuchi-cho","","40,765","20,615","20,150"
